OTUID,Genus,Species,Katie's notes,Pete's notes,OTUID,NCBI_top_match,NCBI_percent_identity,Local_database_top_match,Local_database_percent_identity
000003733_AY663723.1_Bathybates_graueri_,,,,,,,,,
000003732_AY663722.1_Bathybates_minor_,,,,,,,,,
000003731_AY663721.1_Bathybates_minor_,,,,,,,,,
000003730_AY663720.1_Bathybates_minor_,,,,,,,,,
000003729_AY663719.1_Hemibates_stenosoma_,,,,,,,,,
000003728_AY663718.1_Hemibates_stenosoma_,,,,,,,,,
000003727_AY663717.1_Hemibates_stenosoma_,,,,,,,,,
000003725_AY663715.1_Trematocara_macrostoma_,,,,,,,,,
000002478_DQ093113.1_Neolamprologus_leleupi_,,,,,,,,,
000002477_DQ093109.1_Limnotilapia_dardennii_,,,,,,,,,
000002134_DQ055062.1_Neolamprologus_pulcher_,,,,,,,,,
000002133_DQ055061.1_Telmatochromis_temporalis_,,,,,,,,,
000002132_DQ055060.1_Lepidiolamprologus_kendalli_,,,,,,,,,
000002131_AF398225.1_Lamprologus_mocquardi__000033240_HM623815.1_Lamprologus_teugelsi_,,,,,,,,,
000002130_AY740389.1_Neolamprologus_christyi_,,,,,,,,,
000002128_DQ055056.1_Lamprologus_lemairii__000014344_EF191093.1_Lamprologus_lemairii__000015954_EF462271.1_Lamprologus_lemairii__000026829_EF679247.1_Lamprologus_lemairii_,,,,,,,,,
000002125_DQ055053.1_Lepidiolamprologus_cunningtoni__000033410_HM135113.1_Lepidiolamprologus_cunningtoni_,,,,,,,,,
000002124_DQ055052.1_Neolamprologus_cf._meeli/boulengeri_,,,,,,,,,
000002122_AY682543.1_Neolamprologus_toae_,,,,,,,,,
000002121_DQ055049.1_Lepidiolamprologus_elongatus_,,,,,,,,,
000002119_DQ055047.1_Lepidiolamprologus_nkambae_,,,,,,,,,
000002117_DQ055045.1_Lepidiolamprologus_sp._'Zambia_yellow'_,,,,,,,,,
000002115_DQ055042.1_Lepidiolamprologus_kendalli__000002116_DQ055043.1_Lepidiolamprologus_kendalli_,,,,,,,,,
000002114_DQ055041.1_Neolamprologus_hecqui_,,,,,,,,,
000002112_AF398230.1_Julidochromis_marlieri__000026846_EF679264.1_Julidochromis_marlieri_,,,,,,,,,
000002111_DQ055038.1_Neolamprologus_cf._meeli/boulengeri__000002123_DQ055051.1_Neolamprologus_meeli__000002129_DQ055057.1_Lepidiolamprologus_attenuatus__000015960_EF462277.1_Neolamprologus_meeli_,,,,,,,,,
000002110_DQ055037.1_Lepidiolamprologus_attenuatus__000002127_AY682532.1_Lepidiolamprologus_attenuatus_,,,,,,,,,
000002109_AY740387.1_Lepidiolamprologus_attenuatus_,,,,,,,,,
000002108_DQ055035.1_Lepidiolamprologus_nkambae_,,,,,,,,,
000002107_DQ055034.1_Neolamprologus_boulengeri_,,,,,,,,,
000002104_DQ055031.1_Neolamprologus_cylindricus_,,,,,,,,,
000002102_DQ055029.1_Neolamprologus_variostigma_,,,,,,,,,
000002101_DQ055028.1_Neolamprologus_variostigma_,,,,,,,,,
000002100_DQ055027.1_Lamprologus_meleagris_,,,,,,,,,
000002099_DQ055026.1_Neolamprologus_tretocephalus_,,,,,,,,,
000002098_DQ055025.1_Lepidiolamprologus_profundicola_,,,,,,,,,
000002097_DQ055024.1_Neolamprologus_caudopunctatus_,,,,,,,,,
000002096_DQ055023.1_Lamprologus_callipterus_,,,,,,,,,
000002094_DQ055021.1_Lepidiolamprologus_elongatus__000014343_EF191092.1_Lepidiolamprologus_elongatus_,,,,,,,,,
000002091_DQ055018.1_Neolamprologus_hecqui_,,,,,,,,,
000002090_DQ055017.1_Lepidiolamprologus_cunningtoni_,,,,,,,,,
000002089_DQ055016.1_Variabilichromis_moorii_,,,,,,,,,
000002088_DQ055015.1_Neolamprologus_brichardi_,,,,,,,,,
000002087_DQ055014.1_Neolamprologus_marunguensis_,,,,,,,,,
000002086_DQ055013.1_Neolamprologus_helianthus_,,,,,,,,,
000002085_DQ055012.1_Neolamprologus_modestus_,,,,,,,,,
000002084_DQ055011.1_Altolamprologus_calvus_,,,,,,,,,
000002083_AF398220.1_Eretmodus_cyanostictus_,,,,,,,,,
000002082_AF398228.1_Telmatochromis_bifrenatus_,,,,,,,,,
000002081_AF398218.1_Spathodus_erythrodon_,,,,,,,,,
000002080_AF398219.1_Tanganicodus_irsacae_,,,,,,,,,
000002079_U07260.1_Perissodus_microlepis_,,,,,,,,,
000001757_AY930100.1_Ctenochromis_horei__000028621_GQ995716.1_Ctenochromis_horei_,,,,,,,,,
000001752_AY930093.1_Tropheus_moorii_,,,,,,,,,
000001751_AY930091.1_Tropheus_moorii_,,,,,,,,,
000001748_AY930088.1_Pseudosimochromis_marginatus_,,,,,,,,,
000001747_AY930087.1_Simochromis_diagramma_,,,,,,,,,
000001746_AY930066.1_Tropheus_moorii__000054589_JQ950401.1_Tropheus_moorii_,,,,,,,,,
000001745_AY930085.1_Tropheus_duboisi__000028687_GQ995803.1_Tropheus_duboisi__000028688_GQ995804.1_Tropheus_duboisi__000028689_GQ995806.1_Tropheus_duboisi__000028690_GQ995807.1_Tropheus_duboisi_,,,,,,,,,
000001744_AY930084.1_Tropheus_polli_,,,,,,,,,
000001733_AY930073.1_Astatotilapia_sp._R185_,,,,,,,,,
000001728_AY930068.1_Petrochromis_macrognathus__000026839_EF679257.1_Petrochromis_sp._'Kazumbe'__000054671_JQ755343.1_Petrochromis_cf._polyodon_CEW-2012__000054674_JQ755353.1_Petrochromis_cf._polyodon_CEW-2012__000054675_JQ755341.1_Petrochromis_cf._polyodon_CEW-2012__000054684_JQ755373.1_Petrochromis_sp._'Kazumbe'__000054685_JQ755345.1_Petrochromis_cf._polyodon_CEW-2012__000054686_JQ755375.1_Petrochromis_sp._'Kazumbe'__000054687_JQ755376.1_Petrochromis_sp._'Kazumbe'_,,,,,,,,,
000001727_AY930067.1_Tropheus_moorii__000026844_EF679262.1_Tropheus_brichardi__000028695_GQ995813.1_Tropheus_sp._'Bemba'__000028699_GQ995817.1_Tropheus_brichardi_,,,,,,,,,
000000034_U07270.1_Xenotilapia_sima_,,,,,,,,,
000000033_U07269.1_Xenotilapia_flavipinnis_,,,,,,,,,
000000032_U07268.1_Tylochromis_polylepis_,,,,,,,,,
000000031_U07267.1_Tropheus_moorii_,,,,,,,,,
000000030_U07266.1_Telmatochromis_temporalis_,,,,,,,,,
000000028_U07262.1_Petrochromis_orthognathus_,,,,,,,,,
000000027_U07261.1_Perissodus_microlepis_,,,,,,,,,
000000026_U07259.1_Paracyprichromis_brieni_,,,,,,,,,
000000024_U07257.1_Ophthalmotilapia_ventralis_,,,,,,,,,
000000023_U07256.1_Neolamprologus_tetracanthus_,,,,,,,,,
000000022_U07255.1_Neolamprologus_brichardi_,,,,,,,,,
000000021_U07254.1_Lobochilotes_labiatus_,,,,,,,,,
000000020_U07253.1_Limnochromis_auritus_,,,,,,,,,
000000018_U07251.1_Lepidiolamprologus_elongatus__000015958_EF462275.1_Lepidiolamprologus_cf._profundicola_JJD-2007__000015959_EF462276.1_Lepidiolamprologus_cf._profundicola_JJD-2007__000026830_EF679248.1_Lepidiolamprologus_elongatus_,,,,,,,,,
000000017_U07250.1_Lamprologus_callipterus_,,,,,,,,,
000000016_U07249.1_Julidochromis_marlieri_,,,,,,,,,
000000015_U07248.1_Gnathochromis_pfefferi_,,,,,,,,,
000000014_U07247.1_Cyphotilapia_frontosa_,,,,,,,,,
000000011_U07244.1_Chalinochromis_popelini_,,,,,,,,,
000000010_U07243.1_Cardiopharynx_schoutedeni_,,,,,,,,,
000000009_U07242.1_Callochromis_macrops_,,,,,,,,,
000000007_U07240.1_Boulengerochromis_microlepis_,,,,,,,,,
000000006_U07239.1_Bathybates_sp._,,,,,,,,,
